food_name,calories,protein,fat,carbs
burger,302,7.32,21.34,68.41
grapes,76,12.73,11.3,9.72
fried_rice,409,28.77,1.67,17.51
salad,174,11.12,21.31,25.51
sandwich,373,3.12,19.18,76.85
sandwich,280,3.35,16.53,5.33
cake,197,2.81,20.14,23.46
tofu,123,3.46,17.91,48.0
juice,130,13.36,21.96,50.81
tofu,329,23.17,20.01,34.86
salad,134,17.3,0.8,40.13
egg_omelette,344,12.95,14.92,40.92
rice,394,4.07,11.86,63.49
upma,194,29.5,17.26,78.3
poha,369,4.79,8.3,41.42
poha,169,13.78,16.74,57.37
poha,189,20.39,14.89,64.48
pizza,448,7.61,9.05,49.56
tofu,431,24.52,13.73,8.98
pizza,456,22.99,4.06,16.52
coffee,332,11.74,21.88,32.56
dosa,151,11.92,3.15,8.16
noodles,264,7.9,12.0,9.52
cake,141,17.21,8.97,66.63
tea,219,12.07,14.97,25.46
upma,73,26.15,8.75,21.82
apple,174,20.62,3.36,31.36
ice_cream,195,8.59,22.25,63.05
cake,98,12.37,16.98,27.09
fried_rice,121,5.75,1.28,16.96
banana,186,12.14,11.61,77.08
grapes,484,2.34,2.39,59.95
chapati,173,7.99,15.94,74.73
pasta,370,11.39,15.26,55.65
fish_fry,421,9.68,7.41,51.69
orange,298,22.4,12.9,52.28
idli,447,19.63,1.74,70.99
rice,65,2.45,10.04,27.94
paneer,338,14.24,11.57,67.91
apple,350,9.91,17.58,44.58
tea,267,28.47,14.36,64.37
tofu,487,13.63,24.72,44.35
tofu,118,2.09,7.09,20.73
chapati,256,3.82,19.01,55.99
fried_rice,480,12.51,20.16,10.71
idli,194,2.7,19.58,15.69
coffee,375,6.68,11.07,35.72
idli,258,26.99,19.37,22.2
milk,476,28.04,2.71,12.21
poha,163,12.4,13.72,5.47
banana,396,6.66,23.64,33.94
juice,105,11.0,15.0,17.64
pasta,211,15.02,3.94,19.73
banana,343,17.6,12.66,43.16
orange,242,23.89,4.06,16.12
sandwich,143,9.28,16.81,55.1
noodles,236,24.33,6.27,13.52
noodles,296,17.91,15.31,48.75
poha,475,26.65,8.98,39.97
chapati,473,29.22,1.19,32.36
milk,82,4.08,5.89,63.22
fried_rice,289,18.18,13.9,53.46
egg_omelette,356,23.29,10.28,13.62
egg_omelette,171,10.44,13.07,74.02
fried_rice,278,13.99,15.57,33.83
pasta,245,7.24,0.56,37.44
rice,243,7.97,18.69,72.92
sandwich,313,3.26,21.63,39.54
dosa,162,15.56,1.47,32.15
fried_rice,237,2.77,12.33,59.77
fried_rice,463,12.87,8.68,37.46
coffee,196,14.1,20.27,42.6
egg_omelette,221,20.44,6.81,65.35
paneer,183,11.1,3.12,17.3
tea,70,22.21,3.81,34.71
grapes,58,1.87,3.97,47.28
rice,269,21.74,11.79,78.23
tofu,169,3.71,8.62,51.03
ice_cream,168,1.55,9.4,30.03
sandwich,380,25.8,22.95,8.9
rice,136,12.23,21.27,20.71
noodles,316,2.86,10.65,68.99
ice_cream,207,22.69,6.21,73.85
dosa,350,14.56,20.51,10.5
poha,182,22.03,23.11,53.95
coffee,189,7.89,8.37,71.73
pasta,299,8.76,12.04,77.33
salad,494,3.83,11.48,22.48
rice,495,10.78,14.65,51.26
fish_fry,389,20.48,14.67,10.11
orange,258,19.71,6.32,22.1
egg_omelette,211,21.01,18.41,48.46
tofu,332,16.3,15.49,20.6
apple,476,4.43,19.53,61.93
ice_cream,420,7.41,23.76,5.2
chapati,154,4.87,15.82,8.93
poha,282,23.21,13.74,6.82
sambar,315,24.21,9.5,31.84
sambar,470,11.29,19.46,56.62
coffee,111,22.53,21.76,8.26
grapes,306,9.21,23.08,51.45
sandwich,415,1.18,18.48,14.86
sandwich,229,13.82,5.51,59.19
tea,185,6.99,8.72,78.7
milk,198,27.37,16.55,78.05
poha,117,7.63,9.73,57.19
apple,162,9.56,4.23,22.7
tea,295,18.91,4.11,60.3
upma,489,20.54,24.04,62.45
paneer,61,10.53,7.76,64.52
upma,291,27.78,7.89,69.92
sandwich,452,6.1,24.93,46.44
upma,318,17.19,20.2,39.77
salad,190,11.05,7.75,62.29
ice_cream,472,19.92,22.21,78.24
sandwich,486,8.46,18.33,11.76
tea,364,8.39,5.65,24.96
fish_fry,347,17.47,14.18,61.08
noodles,185,1.0,1.96,22.91
egg_omelette,192,26.6,22.34,24.08
fish_fry,359,11.17,3.41,33.17
dosa,480,10.48,24.15,20.67
tofu,144,14.97,13.64,15.64
fish_fry,255,21.82,17.77,51.4
rice,351,26.69,16.33,63.08
cake,283,10.36,18.8,50.67
egg_omelette,446,17.65,22.1,40.48
salad,112,3.3,1.84,32.91
idli,213,10.11,1.61,69.56
coffee,371,12.91,3.49,66.84
tofu,423,27.91,0.96,69.06
upma,369,4.29,16.95,19.34
idli,405,15.35,10.52,36.33
salad,223,16.12,19.88,29.12
dal,410,6.84,6.46,16.74
tofu,136,7.49,2.34,31.3
orange,416,26.75,1.7,25.81
burger,94,14.04,1.17,47.05
burger,286,1.18,23.43,48.01
noodles,279,27.59,12.49,45.17
sandwich,428,10.11,4.44,25.85
noodles,250,1.57,14.61,60.94
pasta,461,8.04,11.45,30.04
juice,310,26.56,14.94,57.79
rice,367,11.73,14.4,31.83
chapati,446,12.46,20.14,74.33
noodles,181,3.82,18.47,57.01
ice_cream,348,7.34,21.94,7.98
orange,148,8.49,23.9,44.38
cake,163,1.39,15.26,23.07
poha,213,24.19,23.54,24.19
juice,462,14.25,19.9,48.93
pasta,322,20.62,24.55,70.14
paneer,409,26.45,24.77,9.12
sandwich,224,23.19,1.03,14.96
banana,102,15.79,5.38,56.82
rice,429,25.22,18.9,62.36
cake,339,24.67,15.86,68.67
pasta,348,3.5,16.35,22.12
idli,317,28.23,5.21,58.55
banana,403,4.71,3.37,52.02
pasta,313,7.45,22.82,8.43
rice,258,13.0,4.95,57.37
pizza,83,8.8,7.89,23.52
dal,121,13.04,17.56,30.65
banana,195,12.2,3.6,77.74
banana,116,23.2,19.57,30.81
ice_cream,186,22.51,8.95,67.47
upma,248,16.7,18.86,56.18
fish_fry,60,2.71,14.19,30.87
pasta,286,16.66,6.85,27.01
chapati,299,9.42,4.21,35.51
burger,384,14.01,2.5,34.86
tofu,484,16.57,5.84,55.59
milk,51,4.03,9.86,73.42
poha,394,7.56,12.97,26.5
juice,477,8.68,0.64,60.23
burger,382,7.79,22.25,27.91
burger,423,1.25,6.38,54.42
chapati,84,19.42,4.95,24.9
milk,262,24.67,1.94,31.77
banana,394,26.42,4.21,43.67
burger,338,11.63,18.16,72.19
paneer,461,8.93,20.27,10.13
fried_rice,160,24.97,12.48,24.15
ice_cream,53,9.41,17.47,71.24
dal,407,29.94,1.99,66.41
pizza,317,5.2,1.64,62.35
grapes,257,12.45,5.98,65.62
apple,171,16.2,13.05,36.9
dosa,451,11.15,23.58,47.53
cake,90,3.0,23.06,34.7
burger,333,10.44,11.31,12.85
pizza,372,9.66,22.21,78.42
chicken_curry,258,13.37,8.02,26.01
banana,110,3.97,9.34,71.98
dosa,457,16.75,1.19,34.75
fish_fry,367,19.56,1.25,49.55
egg_omelette,225,8.18,22.13,62.69
sambar,457,18.52,16.43,54.59
grapes,93,10.62,14.18,64.5
cake,352,28.36,3.97,27.24
orange,367,1.25,20.93,41.93
juice,349,13.27,12.01,37.24
banana,91,2.48,6.39,74.72
cake,471,8.57,10.97,17.08
idli,177,8.62,21.04,61.25
tea,175,20.02,9.6,28.47
dal,301,29.6,20.89,43.59
juice,124,21.54,15.53,54.26
apple,194,29.37,21.42,79.54
coffee,370,5.91,12.31,13.4
coffee,438,3.06,5.9,54.16
tofu,119,26.77,8.61,18.15
orange,161,13.13,4.22,48.02
ice_cream,336,20.82,18.9,74.68
pasta,180,15.85,2.7,47.07
fried_rice,171,15.03,9.14,24.4
egg_omelette,110,8.83,13.09,38.37
milk,172,7.77,16.77,55.36
poha,101,17.68,14.29,47.79
banana,368,1.24,8.14,56.71
sambar,401,22.56,15.13,45.59
dal,498,9.02,9.65,19.87
poha,391,5.33,16.54,70.7
dosa,154,28.28,6.77,69.53
rice,190,4.33,21.72,73.33
egg_omelette,413,12.89,20.99,59.19
tea,151,18.09,10.3,24.84
burger,425,19.92,8.74,27.48
chapati,201,23.27,17.23,69.82
sandwich,317,20.21,13.34,14.0
paneer,453,9.13,7.11,42.46
juice,440,5.22,6.95,45.12
salad,69,20.12,18.62,13.24
poha,215,15.48,21.85,65.51
upma,440,18.26,5.9,67.78
orange,53,27.35,10.54,17.12
egg_omelette,222,1.25,16.72,63.64
tea,396,8.54,24.16,45.62
fish_fry,121,9.57,12.73,70.83
dosa,210,8.41,22.36,43.09
juice,68,18.29,2.18,21.52
banana,154,29.36,21.67,7.3
idli,219,13.65,16.38,10.85
coffee,151,26.78,12.44,49.68
salad,300,9.77,6.09,72.38
orange,364,16.8,17.66,79.73
burger,216,7.98,4.89,18.15
chapati,191,20.74,2.39,52.39
dal,135,10.51,24.17,29.32
pasta,496,28.44,9.39,47.92
tofu,250,14.78,5.93,71.13
upma,79,14.13,2.82,29.27
apple,151,14.35,13.18,39.98
pasta,343,13.22,3.21,52.52
tea,294,22.61,10.65,33.9
idli,431,23.92,4.84,30.61
sambar,180,20.66,12.83,70.34
tea,477,20.4,8.99,17.18
paneer,176,22.17,19.25,70.11
dal,385,27.32,10.82,8.12
paneer,176,13.13,17.51,47.49
coffee,425,27.6,12.66,71.21
banana,116,1.8,3.0,27.69
sambar,348,23.74,7.94,76.13
pasta,130,23.23,19.29,38.33
upma,442,19.77,8.53,40.01
paneer,304,20.15,24.07,15.03
upma,259,15.11,6.98,37.42
tea,371,28.52,1.24,20.54
paneer,270,29.83,10.94,28.55
banana,188,23.08,22.38,18.41
upma,494,19.96,1.55,24.88
upma,80,3.02,24.58,32.77
orange,253,2.95,10.83,70.76
ice_cream,60,16.75,21.08,7.85
tea,427,25.18,17.49,66.85
tea,279,16.11,22.19,5.11
dosa,447,3.4,8.84,11.54
idli,141,20.82,23.54,56.67
juice,177,24.34,9.36,50.71
cake,270,6.8,7.0,69.13
tea,108,12.83,18.25,10.79
milk,77,7.04,9.92,11.04
rice,325,4.09,0.84,45.04
cake,288,12.21,7.29,74.55
fried_rice,67,11.16,14.43,70.48
orange,77,28.34,23.68,71.44
juice,99,17.67,21.38,45.24
apple,384,3.66,20.47,65.86
orange,223,4.78,19.15,44.95
tofu,278,21.94,7.42,42.04
paneer,198,4.83,2.77,22.71
orange,348,24.98,5.5,63.73
upma,277,13.38,3.77,74.01
coffee,212,11.43,16.97,46.85
chicken_curry,118,1.38,10.09,50.48
rice,482,20.43,16.87,68.12
milk,221,8.75,23.24,49.01
egg_omelette,93,6.88,12.04,27.54
cake,170,19.52,2.36,26.26
salad,458,15.09,12.45,45.72
fried_rice,402,5.84,0.95,32.68
pasta,194,20.91,18.26,13.56
paneer,336,12.9,19.02,45.79
idli,465,13.15,3.65,63.36
upma,413,23.36,10.53,77.62
fried_rice,381,28.46,14.6,74.18
tea,193,20.93,22.41,44.76
sambar,473,15.17,24.95,68.46
cake,120,12.7,13.55,75.06
ice_cream,348,10.14,9.39,44.66
cake,355,8.46,17.07,17.79
grapes,337,28.32,15.16,20.21
juice,306,7.13,24.71,75.59
egg_omelette,103,27.71,16.16,53.2
salad,110,26.18,14.51,36.47
paneer,441,9.32,1.52,69.98
orange,471,14.83,20.79,14.48
grapes,323,25.65,7.06,64.65
fish_fry,375,9.54,7.94,41.6
egg_omelette,104,27.05,4.97,25.05
cake,332,27.25,22.65,23.71
chapati,288,17.94,10.68,28.15
poha,224,14.93,6.52,55.57
rice,298,22.59,21.27,5.85
salad,150,28.47,16.59,11.53
salad,305,17.19,14.58,14.67
banana,101,5.08,21.78,35.74
fried_rice,308,2.27,10.7,30.3
salad,225,26.55,6.69,57.8
grapes,302,18.2,5.64,60.0
tofu,135,16.42,24.35,18.41
banana,465,22.08,22.2,21.31
grapes,473,13.4,23.98,27.55
